,Unnamed: 0,name,description,SDG Goal,five Ps,Unnamed: 0.1,company id,active,finder_url,tag_line,tags,corona_description,homepage,founded,company stage,had_exit,exit_type,exit_date,exit_quarter,exit_half,exit_amount,exit_acquired_by_or_stock_exchange,exit_acquired_by_or_stock_exchange_key,exit_by_country,employees,product_stage,business_model,closing_date,closing_reason,products,alternative_names,former_names,abroad_countries,geographical_markets,registrar_id,total_funding,total_equity_funding,Unnamed: 33
169,169,Tzora Active Systems,"Tzora Active Systems develops and markets mobility and exercise products for people with impaired mobility. The companys mobility devices are safe to use and easy to maneuver, fold, lift, and store. Tzora Active Systems also develops smart exercise machines that provide both an active and passive rehabilitation workout for physically challenged individuals.

The companys Easy Travel is a line of lightweight three- and four-wheeled collapsible electrical scooters. The Samson Power Drive is Tzoras line of user-friendly add-on power drive units, which facilitate the maneuverability of manual wheelchairs. Tzoras Active Passive Trainers are rehabilitation training machines designed for both active and passive workouts.",13,Planet,169,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6HwsQLDA,1,https://finder.startupnationcentral.org/company_page/tzora-active-systems,Products for Mobility and Exercise,"assistive-devices, disabilities, exercise, medical-devices, orthopedics, physiotherapy, rehabilitation, scooter, sdg, seniors",,http://www.tzora.com,1997-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2c,,,"Titan,PD6-A,Samson Power Drive,APT,I-Motion,Elite,Classic,Lite",,,United States,Worldwide,512408543,,,
139,139,ToxSorb,"ToxSorb is a water technology company specializing in the design, construction, and operation of customized filtration systems using its proprietary Modified Activated Carbon (MAC) media, which is engineered to remove specific contaminants from water. ToxSorb customizes each solution to the unique water chemistry and effluent needs of the client.

MAC is a chemical modification of traditional activated carbon, enabling the removal of a wide range of inorganic pollutants while maintaining its original absorption capability for organic pollutants. Each MAC platform is designed to have selectivity and affinity toward a specific pollutant while ignoring nonessential molecules in the water. This allows MAC to outperform traditional ion exchange systems (e.g. resins) in real-life conditions where the target pollutant is competing with other ions.

MAC is NSF-approved for chromium, arsenic, and perchlorate removal in drinking water and has been successfully proven to remove phosphate, sulfate, nitrate, nickel, copper, permanganate, silver, zinc, cyanide, and more. It is also durable and reusable, keeping maintenance costs low. MAC has been used in drinking water, groundwater remediation, domestic wastewater treatment, mining, and surface-finishing projects in Israel, Italy, and the U.S.",6,People,139,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgL7sxPIKDA,1,https://finder.startupnationcentral.org/company_page/toxsorb,Selective Removal of Pollutants from Water and Wastewater  ,"cleantech, drinking-water, filtration-and-purification, mining, municipal-water, municipalities, sdg, waste-water, water, water-treatment, water-utilities",,http://www.toxsorb.net/,2007-10-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2g",,,,Water Fund Investment Group,,,Israel,514033547,,,
20,20,Wheelchairs of Hope,"Wheelchairs of Hope is aiming to provide proper fit and postural support to meet the most common needs of disabled children. The company develops wheelchairs for kids and teens in developing countries. The lightweight wheelchairs, which cost less than $100, are used by physically disabled children to access education.
Wheelchairs of Hope is a joint collaboration between Alyn Hospital, Pablo Kaplan, and Chava Rotshtein of Sharp Mentoring.",4,People,20,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICA4LiD9ZAKDA,1,https://finder.startupnationcentral.org/company_page/wheelchairs-of-hope,Wheelchairs for Disabled Children,"assistive-devices, children, disabilities, emerging-markets, hospitals, medical-equipment, medical-technologies, rehabilitation, sdg, social-impact, treatments",,https://wheelchairsofhope.org/,2013-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2b2c,b2c",,,Wheelchairs of Hope,"Wheelchairs-of-hope,Sharp Mentoring",,,Worldwide,514865724,,,
54,54,Roots Sustainable Agricultural Technologies,"Roots addresses plant climate-management and irrigation issues. The company specializes in two core technologies: root zone temperature optimization, which can help increase yield, improve quality, save energy, and mitigate extreme heat and cold stress; and irrigation by condensation, which provides water for irrigation from the moisture in the air and soil. 

Roots leverages the principle of ground-source heat exchange by installing a closed-loop system of pipes and a circulation pump. The lower heat-charging component is placed at depth, and the upper heat-discharging device is located in the target crop's root zone. By heating the root zone during the winter and cooling it during the summer, the root zone temperature is maintained at a relatively stable, favorable range year-round.",2,People,54,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgJ6WuM8JDA,1,https://finder.startupnationcentral.org/company_page/roots-sustainable-agricultural-technologies,Root Zone Cooling and Heating Systems,"agtech, crops, farmers, irrigation, novel-farming-systems, plant-protection, precision-agriculture, sdg, temperature-control, water",,http://rootssat.com,2009-04-01 00:00:00,Public,1,IPO,2017-12-01,2017 Q4,2017 H2,4340000.0,ASX,agxzfmlsbGlzdHNpdGVyHAsSD0V4dGVybmFsX0VudGl0eRiAgOCojayACAw,Australia,1950-11-01 00:00:00,Released,b2b,,,"RZTO,Root Zone Temperature Optimization IBC","Roots Sustainable Agricultural Technologies,Roots,Roots  Sustainable Agricultural Technologies Ltd.",,Australia,"USA, Spain, Italy, China, Israel, Australia, South Korea",514262682,1680000.0,1000000.0,
323,323,RosenProtest Green IT,"RosenProtest Green IT is the creator of Picabin, a social network for finding and logging recycling bins around the world. With the Picabin app, users can locate or add a recycling bin and update its status, including a picture and information such as accessibility, parking, and fullness.",13,Planet,323,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgO7j_IsJDA,1,https://finder.startupnationcentral.org/company_page/rosenprotest-green-it,Social Network to Promote Recycling Bins,"clean-environment, cleantech, environmental-quality, location-based, mobile-applications, municipalities, recycling, sdg, sharing, smart-city, social-networks, waste-management",,http://www.rosenprotest.com/,2013-10-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2c,b2g",,,Picabin,"RosenProtest,Rosen Protest Green IT",,,,514975531,,,
180,180,Applied Cavitation Technologies,Applied Cavitation Technologies develops and tests energy-efficient aeration equipment for wastewater treatment and oxidation methods for drinking water and wastewater purification. The companys aeration equipment can operate using renewable solar and wind energy.,6,People,180,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6JvYYKDA,1,https://finder.startupnationcentral.org/company_page/applied-cavitation-technologies, Water Treatment and Purification Equipment,"cleantech, drinking-water, energy-efficiency, energy-saving, filtration-and-purification, patent-pending, sdg, sewage, sludge-treatment, waste-water, water, water-treatment",,https://gregoryjoffe.wixsite.com/app---cav,2010-04-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,Beta,"b2b,b2g",,,,ACT,,,Worldwide,514433184,800000.0,800000.0,
264,264,Juran Metal Works,"Juran Metal Works provides automated, mechanized, and streamlined operating and production systems for agriculture, food, and other industries.

The company's systems include the Fresh Defrost freezing method, the ArilSystem for automated pomegranate seed extraction, a lychee treatment process to retain natural color and shelf life, and a watermelon harvester and deseeder.",2,People,264,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN791KcLDA,1,https://finder.startupnationcentral.org/company_page/juran-metal-works,Agriculture and Food Production Systems,"agriculture, agtech, automation, crops, equipment, food-and-beverage, foodtech, industrial-applications, machinery, manufacturing-facilities, postharvest, production-and-processing-systems, sdg",,http://www.juran.co.il/,1966-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,"ArilSystem,Fresh Defrost",Juran,,,"Chile, Peru, Australia, Greece, USA, India, South Africa",510758626,,,
466,466,Green ICPS,"Green ICPS is the developer of Corrizon, a single-component protective coat for preventing metal corrosion. Corrizon is an organic compound that offers a simple, eco-friendly, and highly effective solution to corrosion.
Corrizon creates a cover that actively integrates threats into itself, much like an immune system. Corrizon is designed to be safe for use everywhere and requires minimal protective gear. The product has no chemical toxicity, flashpoint risk, or explosive potential.
Corrizon can be used to treat large-scale infrastructures, reduce application costs, and prevent harm to the environment. It can be applied using any method including spray guns, paint rollers, air sprays, and brushes.",9,Prosperity,466,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwLmtwJAKDA,1,https://finder.startupnationcentral.org/company_page/green-icps,Ecological Solution to Prevent Corrosion,"clean-environment, cleantech, corrosion, eco-friendly, industrial-technologies, materials, sdg, surface-and-coatings",,http://www.green-icps.co.il/,2015-08-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,Corrizon,Green I.C.P.S,,,Worldwide,515292324,,,
388,388,Kula,"Kula allows students to step into the shoes of an employee at a real company by creating a virtual simulation of a real-world workplace through the use of AI and top-notch teaching methodologies.

The students are faced with professional challenges as well as assistance to overcome them. The companys simulations help students gain experience, generate a portfolio, and maximize their value to future employers.

Kula is an alumnus of the Zell Entrepreneurship Program, an innovative program generously funded by world-renowned entrepreneur Sam Zell of Chicago, which gives students an opportunity to participate in advanced entrepreneurial studies in the creation of real business ventures.",8,People,388,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAoMeJwqoIDA,1,https://finder.startupnationcentral.org/company_page/kula,AI-based Workplace Simulations for Students,"artificial-intelligence, e-learning, edtech, sdg, students, tutoring, virtual-classroom, workflow",,https://www.kulacampus.co/,2018-10-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Beta,b2c,,,,,,,,,,,
32,32,DUSMIT,"DUSMIT developed air purification technology for the medical cannabis industry. Using the company's technology, mold and other contaminants can be removed from the air in real time, without the use of chemicals, filters, byproducts, or ozone. For greenhouse and indoor cannabis facilities, the company's device can purify air, improve quality yield, and eliminate odors.

DUSMIT's purification device can also help people with allergies and weakened immune systems by reducing indoor allergens and asthma triggers.",2,People,32,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICA4OKl990IDA,1,https://finder.startupnationcentral.org/company_page/dusmit,Air Purification Device,"agriculture, cannabis, clean-air, cleantech, filtration-and-purification, greenhouses, healthcare, medical-cannabis, plant-protection, pulmonary, sdg",,http://www.dusmitair.com/,2017-12-01 00:00:00,Seed,0,,,,,,,,,2020-10-01 00:00:00,R&D,b2b,,,,"Dusmit Air,Dusmit Ltd.",,,,515754661,,,
506,506,Agree Online,"Agree Online helps children resolve digital conflicts before they escalate into cyber bullying or violence. The company enables children to find creative solutions for their conflicts through the use of conflict resolution and by recommending possible solutions based on the wisdom of their peers.
Agree Online has been used by thousands of children via a national portal and inside classrooms and has received great feedback. Children learn how to avoid and resolve digital conflicts, and they role-play scenarios involving the parties in the conflict, mediators, and advisers who recommend solutions.
Agree Online enables internet platforms to satisfy the needs of children, parents, regulators, and public opinion. The company is targeting social platforms popular among children, such as Instagram, WhatsApp, Facebook, Musical.ly, Snapchat, and YouTube.",16,People,506,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAwPeXn8oJDA,1,https://finder.startupnationcentral.org/company_page/agree-online,Conflict Resolution to Prevent Cyber Bullying,"children, crowd-mediation, digital-media, mobile-applications, schools, sdg, social-media, social-networks, social-platform",,http://www.agree-online.com,2016-04-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Released,"b2b,b2b2c,b2c",,,,,,,Israel,515447514,,,
80,80,ROTEC,"ROTEC develops technologies for sensing, monitoring, and preventing mineral scaling on the surface of membranes and pipes for the water treatment industry.

The implementation of scaling-prevention technology in membrane-based desalination plants increases the process recovery rate, dramatically reduces brine volumes requiring disposal, minimizes anti-scalant consumption, and significantly reduces the cost of desalinated water.

",6,People,80,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgJ7Kks0JDA,1,https://finder.startupnationcentral.org/company_page/rotec,Mineral Scaling Management in Desalination Plants,"cleantech, desalination, iot, membranes, reverse-osmosis, sdg, sensors, water, water-treatment",,http://www.rotec-water.com/,2009-02-01 00:00:00,A,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,FR-RO,ROTEC - REVERSE OSMOSIS TECHNOLOGIES,,,Worldwide,514250109,1200000.0,1200000.0,
175,175,WTR Tec,"WTR Tec operates in the field of wastewater purification for domestic, industrial, and agricultural applications. Its technology is based on separating contaminants from water, rather than water from contaminants, using physical, electrochemical, and hydrodynamic methods.

WTR Tec implements methodologies that optimize the working point of the electrocoagulation and electrofloatation multivariable processes, resulting in a process that is energetically and operationally effective.

The company is focused on industrial wastewater recycling, in which water is consumed at high costs due to regulations and specific contaminants. Its targeted businesses are located in expensive urban zones where small-footprint machines are favorable, and typically include the metal coating, industrial, textile, food and paper, and oil and gas sectors.",6,People,175,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN6JqYcLDA,1,https://finder.startupnationcentral.org/company_page/wtr-tec1,Energy-efficient Wastewater Purification and Recycling Systems,"cleantech, energy-efficiency, energy-saving, environmental-technologies, filtration-and-purification, industrial-water, manufacturing-facilities, sdg, waste-water, water, water-recycling, water-treatment",,http://www.wtr-t.com,2011-01-01 00:00:00,Revenue Financed,0,,,,,,,,,2020-10-01 00:00:00,Released,b2b,,,,WTR tech,,,India,,,,
161,161,Impulse Dynamics,"Impulse Dynamics is a medical device company developing solutions for the treatment of chronic heart failure (CHF). The companys developments are based on its proprietary technology for administering cardiac contractility modulation (CCM) therapy. This form of treatment has been shown in clinical trials to produce an immediate and powerful modulating effect on cardiac cells, resulting in a significant increase in cardiac performance.

Impulse Dynamics Optimizer IVs is a minimally invasive implantable device designed to treat CHF in patients who are symptomatic despite appropriate medical treatment. The device is based on CCM technology and delivers nonexcitatory electric pulses.

The Optimizer IVs Implantable Pulse Generator (IPG) unit senses the hearts electrical activity and delivers CCM signals via two electrodes placed in the hearts right ventricle during the absolute refractory period, just after the heart contracts. The IPG is about the size of a defibrillator.

Patients can recharge the IPG unit on a weekly basis using a home-based charger system, with no supervision needed.",3,People,161,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgN69u4cIDA,1,https://finder.startupnationcentral.org/company_page/impulse-dynamics,Minimally Invasive Implantable Device for Chronic Heart Failure,"cardiology, chronic-disease, healthcare-providers, heart-failure, implants, medical-devices, minimally-invasive, sdg, treatments",,http://www.impulse-dynamics.com,1996-01-01 00:00:00,Established,0,,,,,,,,,51-200,Released,"b2b,b2b2c",,,Optimizer,Impulse Dynamic Israel,,"United States,Germany,United States","Germany, Hong Kong, The Netherlands, USA",512263955,75000000.0,75000000.0,
137,137,Aqwise,"Aqwise develops and implements water and wastewater treatment solutions for the industrial and municipal markets. Its solutions increase biochemical oxygen demand and nutrient removal capacity in water and wastewater treatment plants, offering enhanced utilization of existing reactors and efficiencies in the implementation of new ones.

The company's proprietary Attached Growth Airlift Reactor (AGAR) technology integrates fixed-film and suspended-growth technologies. The AGAR technology combines a fully open and protected biomass carrier with an efficient aeration and mixing design in various aerobic (e.g. AGAR MBBR and AGAR IFAS) and anaerobic (e.g. DACS and DACS DANA) process configurations, resulting in effective surface areas for biomass growth and oxygen transfer efficiency.

In the drinking water segment, Aqwise is operating a biological groundwater treatment facility in Israel that removes nitrates from well water without any brine residue.",7,People,137,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICAgL7sxOYLDA,1,https://finder.startupnationcentral.org/company_page/aqwise,Biological Water and Wastewater Treatment Solutions,"agriculture, aquaculture, biological-treatment, biotechnology, cleantech, emerging-markets, filtration-and-purification, food-and-beverage, manufacturing-facilities, municipal-water, municipalities, oil-and-gas-companies, pharma-companies, river-and-lake-rehabilitation, sdg, sludge-treatment, waste-water, water, water-treatment, water-util",,http://www.aqwise.com,2000-09-01 00:00:00,Revenue Financed,0,,,,,,,,,51-200,Released,"b2b,b2g",,,"DACS,AGAR",,,"Mexico,Italy,Germany","Italy, Germany, Worldwide, The Netherlands, South America, China",513016519,15000000.0,12100000.0,
22,22,Hilico,"Hilico developed a portable, lightweight rain harvesting system. The device is designed to sustainably provide clean drinking water to off-grid communities and disaster relief areas worldwide.",6,People,22,agxzfmlsbGlzdHNpdGVyGAsSC05ld19Db21wYW55GICA4LqV0YEJDA,1,https://finder.startupnationcentral.org/company_page/hilico,Rain Harvesting Device,"cleantech, consumer-goods, disaster-recovery, drinking-water, eco-friendly, emergency-response, emerging-markets, portable, sdg, water",,https://www.hilico.com/,2016-01-01 00:00:00,Bootstrapped,0,,,,,,,,,2020-10-01 00:00:00,Beta,"b2c,b2g",,,,Hilico Off Grid Solutions,,,"India, Kenya",515782316,,,
