,Company,Source,SDG Goal,About,Twitter Handle,linkedin
,eocready.info,Rainmaking,1,,,
,evigilo.net,Rainmaking,1,,,
,exodusystems.com,Rainmaking,1,,,
,eyesonnow.com,Rainmaking,1,,,
,floodscores.com,Rainmaking,1,"Coastal Risk is the first, and only, company with a proven track record of professional-grade flood and climate risk analysis at an individual property level.

Coastal or inland, business, governmental, or residential, even multiple locations or entire neighborhoods – our proprietary technology determines your vulnerability to current and future flooding. We provide solutions to prevent and protect against damage and loss, and guidance to potentially reduce your insurance premiums.

Ordering our customized Flood and Climate Risk Assessment™ report online for an individual address is fast, easy and affordable. For large, complex real estate parcels or multiple properties, our team provides customized quotes.

Coastal Risk’s analysis of a property’s vulnerability to extreme weather includes coastal storm surge and tidal flooding, heavy rainfall, river (fluvial) flooding, hurricanes, tropical storms and sea level rise impacts. For properties at risk, we recommend solutions and referrals to our strategic environmental and engineering partners.

We serve business, industrial, and residential customers, property developers, real estate investors and asset managers, insurers and lenders, communities, real estate brokers, healthcare facilities, power plants and refineries, critical infrastructure, military installations, and government agencies. Coastal Risk helps clients get climate ready and storm safe.

Our team consists of world-renowned climate scientists, geospatial technologists, and software developers, supported by academic peer review and an advisory board of leading authorities on weather and climate risk management.",,
,geospiza.us,Rainmaking,1,"The team at Geospiza has a deep and authentic passion for improving human disaster outcomes. Sarah Tuneberg, Co-founder and CEO, built Geospiza after 15-years of emergency management experience as a leading national expert in vulnerability. She saw first-hand how poor decision-making and lack of data-driven efforts directly contributed to devastating human loss and financial instability.

Now, corporations and communities are increasingly exposed to more frequent and more intense disasters and climate risk. To combat this, we bring a team of top tech talent (including co-founder and CTO Craig Kalick), and combine decades of experience in disaster management, public safety, data modeling, and enterprise software development.",,
,ges-emer.com,Rainmaking,1,"We respond to the needs of the market, offering solutions that facilitate the management and implementation of emergency plans. 
THE APPLICATION
Ges-Emer is a tool based on web platform and App that allows you to easily and quickly manage and implement any emergency plan or action protocol",,
,http://9needs.com,Rainmaking,1,,,
,http://agunity.com/,Rainmaking,1,"OUR MISSION
At AgUnity, we are committed to deeply influencing the issues that drive poverty in rural and remote communities worldwide.
Combining world-class technology with on-the-ground expertise, AgUnity aims to transform and empower the world’s last mile - lifting them out of poverty.

We provide accessible technology solutions that tackle the primary challenges that most remote communities face, such as lack of accountability or understanding and the means to control their own livelihoods, partnerships and finances.

",,
,http://aire.io/,Rainmaking,1,"A simple purpose, a personal mission: Aire was established to make credit equitable for everyone. From award wins, to industry engagement and speaking opportunities, we’re passionate about sharing our story with you. ",,
,http://amply.tech/,Rainmaking,1,0,,
,http://atlas.money/,Rainmaking,1,0,,
,http://banquapp.com,Rainmaking,1,"We plan to help global brands massively cut costs, bring order and transparency to their supply chains, and elevate millions of people out of extreme poverty at the same time",,
,http://betterthancash.org/,Rainmaking,1,"About The Better Than Cash Alliance
Based at the United Nations, the Better Than Cash Alliance is a partnership of governments, companies and international organizations that accelerates the transition from cash to digital payments to advance the Sustainable Development Goals.

The Alliance has 75 members which are committed to digitizing payments in order to boost efficiency, transparency, women’s economic participation and financial inclusion, helping build economies that are digital and inclusive.

The Alliance Secretariat works with members on their journey to digitize payments by:

Providing advisory services based on their priorities.
Sharing action-oriented research and fostering peer learning on responsible practices.
Conducting advocacy at national, regional and global level.",,
,http://blog.milaap.org/,Rainmaking,1,"Overview
Crowdfunding can be a quick and easy way to meet unanticipated, pressing needs. Today, anyone with a smartphone can participate in making a difference with great ease. More and more people are now raising funds online to tackle emergencies more efficiently. Increasing digital access and the convenience of online payments are driving more and more Indians to take the digital route to mobilize greater support for urgent needs on time.

India’s private healthcare spending is estimated at $90 billion a year. Of this, about $60 billion is out-of-pocket: from savings, borrowings and support from friends and family. This is where crowdfunding plays a role, bridging the gap, and making it easy to both ask for and render financial assistance.

People have always turned to their friends, family and communities at a time when a significant amount of money is required to deal with urgent medical crises.
About us
Milaap is an online crowdfunding platform that enables anyone across India to raise funds for healthcare, education, sports, disaster relief and other personal causes, with great ease. Founded in 2010 by a team of young and passionate entrepreneurs, Milaap has pioneered the development of person to person giving in India.

What started as a platform to fund rural projects and micro entrepreneurs, is today widely utilized by Indians to raise funds from friends, family and a wider social network for medical needs, loved ones and charity. Milaap is soon becoming the go-to platform for funding cancer treatment, transplants and other critical emergencies.

What we do
Milaap addresses the many challenges of giving (such as difficulty in discovering the right causes, trust deficit, and overall donor apathy). They share stories of (pre-qualified) individuals and groups with a network of its trusted community and partners, who either specialize in providing and managing microloans to their local communities or can connect with the cause to help with a donation.

As of August 2019, the platform has raised nearly INR 700 Cr to support 100,000 causes, impacting millions of lives across the country. Currently, donations for medical emergencies form an overwhelming majority. The platform, a majorly utilitarian one is constantly striving to take the concept of online fundraising to more and more Indians. Backed by the increasing penetration of social media and the popularization of digital payments, Milaap has quickly become India’s most preferred platform to raise funds for personal causes.",,
,http://cumplo.cl,Rainmaking,1,"NUESTRO PROPÓSITO
Nuestro sueño es que las empresas se financien a tasas más justas y que todas las personas puedan ahorrar su dinero obteniendo rentabilidades atractivas para impulsar su crecimiento.

NUESTRA MISIÓN
Queremos democratizar el sistema financiero conectando a empresas que necesitan financiamiento para crecer con personas que están dispuestas a prestarles el dinero, a una tasa justa.",,
,http://efcug.com/,Rainmaking,1,"Our Vision
To be the preferred financial services partner for micro and small entrepreneurs (MSEs) in Uganda.

Our Mission
To partner with MSEs and increase access to specialized financial services on a permanent basis while contributing to wealth creation, improvement of people’s living conditions and development of Uganda’s private sector.

EFC Uganda Limited (MDI), which previously operated as EFC Limited, figures among the fastest growing microfinance institutions in Uganda. Licensed and supervised by the Bank of Uganda, EFC is committed to contributing to the development of the country’s private sector by providing increased access to financial services for the underserved micro and small scale enterprise (MSE) market segment. EFC Uganda is driven by its mission of offering financial services to MSEs on a permanent and sustainable basis while contributing to wealth creation and poverty reduction.

EFC Uganda offers a wide range of products and financial services that are customized to suit the Ugandan market. These include access to savings accounts using smart cards as well as commercial and housing loans. Our lending products range in scope from the Market Women Trader Loans, Home Improvement Loans and MSE Loans, while our savings products include Regular Savings Accounts, Premium Savings Accounts and Term Deposit Savings.
The company presently operates in Kampala with a Head Office, two Branches and five Business Service Centers (BSCs) . All of them have shown robust growth over the past years and remain a solution to our customers’ needs.",,
,http://eko.co.in/,Rainmaking,1,"About Us
Back in 2006, two brothers, while working for a telecom startup, 6D Technologies sat together at the end of a frustrating day with their bankers and wondered - why do bank work just 6 hours a day for the public when telecom companies work 24x7, without any downtime. They mused on how banking services could be brought to consumers 24x7, via a network of Business Correspondents.

Thus began the journey of Eko. Abhinav and Abhishek believed in the power of taking banking services to vast majority in real time, so much that they set in motion an exit from 6D and developed solutions for Eko. What followed was a string of inventions, patented all over the world, partnerships with the largest banks in India, and setting up of a vast chain of merchant outlets to work as Business Correspondents to provide banking services to customers, specially form weaker economic sections of the society.

Eko leveraged every progressive technology available to build solutions. From telecom based USSD to web based process and finally app based platform.

True to its mission of taking banking and financial services to all, Eko has built over 100 services on its platform to cater to all needs a customer has from a bank, and even offered open APIs to truly democratise them.

Result. Eko has served over 50 Million customers till date, is available over a merchant network of 1,50,000 customers and enables over 7 Million banking transactions a month. This it does, via its own network and by providing APIs to over 300 partners who have built their own business on top of the Eko platform.

Eko is committed to ever expanding its range of financial services with its mission to take digital economy solutions to the next 500 Million Indians and across developing markets around the world.

As a truly inclusive organisation, Eko constantly seeks partnerships to leverage its APIs and its network. And keeping true to the vision of Prime Minister Modi - 'say yes to digital payments, no to cash”, Eko welcomes merchants, developers, brands and service providers to come join hands with us and help us take Digital India to Bharat.",,
,http://getmystamp.com/,Rainmaking,1,0,,
,http://inclusivity.network/en/,Rainmaking,1,0,,
,http://inclusivitysolutions.com/,Rainmaking,1,"Our Company
Our company values and culture are steeped in fulﬁlling our passion for creating social impact through inclusive insurance

Our Vision
A world where death, disease, weather
and other risks no longer threaten livelihoods
or limit opportunities

Our Mission
To protect and enhance the quality of life
of vulnerable people through digital insurance
solutions

Our Story
Based in Africa, we live and breathe
emerging markets. Our unique combination
of actuarial and data analytics capabilities,
award-winning technology platform and deep
expertise in digital insurance in emerging markets
sets us apart.",,
,http://knownafrique.com/,Rainmaking,1,"We are a team of young Social Entrepreneurs from the Legal profession together with like minds from other disciplines. Our joint goal is to impact and transform lives by employing our expertise to solving social within the existing Technological platforms. Law is part of our way of life in society and therefore a service that every person should have access to. We believe that through empowering the public with Legal knowledge, we will go a long way into adding value to the Legal Service Industry. The importance of legal knowledge cannot be overemphasised considering that lack of access to Justice has been found to have a direct link to corruption and poverty. Kenya vision 2030 under its political pillar has set out to address this very concern and we are happy to be a part of this wave.",,
,http://mfsafrica.com/,Rainmaking,1,"About MFS Africa
MFS Africa is the best gateway to send money to mobile wallets in Africa. We cover 200 million mobile money recipients across all major networks. Connect to us and expand your payout network in an instant.
Who we are
Our mission at MFS Africa is to develop and distribute tailored yet scalable mobile financial solutions to underserved markets across Africa.

We provide accessible, affordable, inclusive alternatives for remittance/money transfers, micro-lending, micro-insurance, micro-savings, and payments.

MFS Africa connects mobile money systems to each other and to money transfer organizations, banks and other financial institutions, enabling money remittances TO and FROM mobile money accounts.",,
,http://musoni.eu/,Rainmaking,1,,,
,http://pagatech.com,Rainmaking,1,,,
,http://paysur.com/,Rainmaking,1,,,
,http://peachpayments.com/,Rainmaking,1,"Peach Payments enables Simple, Seamless and Secure transactions for business and consumers in Africa. We provide our customers with all the tools and solutions they need to sell across any digital channel while ensuring a safe experience for them and their customers.

Customer service is a core part of our DNA and it is our mission to ensure that our customers are happy as they grow from their first transaction past their millionth

Peach Payments currently powers businesses in South Africa and Mauritius. We will soon be launching services in Kenya, Nigeria and more countries in Africa",,
,http://revworldwide.com/,Rainmaking,1,"Fintech Innovation
Beyond Transactions
We deliver payment experiences around the world, leveraging a proprietary payments processing and product development platform, with vast experience pioneering industry firsts. Currently focused on travel, loyalty and cross-border debit & prepaid solutions.

OUR MISSION
A Leader in Disruptive Payment Products
To be the leading provider of disruptive payment products and services around the world, which provide significant benefit and convenience to our partners and the end consumer served.
Our Global Platform
With our easy to configure PCI compliant cloud-based payment product and processing platform we can help you deliver and grow your program quickly.",,
,http://seso.global/,Rainmaking,1,"Seso Global offers a unique one-stop-shop for digital real estate transactions.

Through our unique ecosystem of services, we offer buyers access to trusted properties and professional service providers.

This allows for a secured end-to-end property purchasing experience along the entire real-estate value chain.",,
,http://suryodaymf.com/,Rainmaking,1,"Suryoday - ‘Sunrise’ in Sanskrit, signifies a new dawn, a new beginning and this encompasses our strong commitment to financial inclusion. In the past, as Suryoday Micro Finance and now as Suryoday Small Finance Bank.

Our journey from Micro Finance to a Small Finance Bank took just eight years. Today over a million ‘smiling customers’ stand testimony to our belief that ‘no matter what, dreams, when enabled will transform mankind and create a whole new world around’.

We are among the 10 companies and the only one from Maharashtra to obtain a ’Small Finance Bank’ licence from the Reserve Bank of India (RBI).

Suryoday Small Finance Bank Ltd. – A “small” step in banking but a “big” leap for social inclusiveness.

Suryoday Small Finance Bank is a new age bank that went live on January 23rd 2017. Our endeavour is to bring the best banking solutions to the ‘banked’, ‘under-banked’ and the ‘un-banked’ sections of the society. Our power packed solutions are designed to offer the choicest of benefits to suit different financial needs. As always, our focus will continue to be on ensuring the best in class ‘Customer Experience’.

As a bank, we will

Continue to offer our existing credit products suite of MFI loans, Vikas Loans, Shopkeeper Loans etc. to new and current customers.
Offer digital banking as the key account differentiator to customers using the extensive seeding of Aadhar biometric identification system, NPCI’s payment systems and mobile technologies whilst continuing to explore banking through traditional channels.
Focus on the unserved and the underserved through innovative banking practices and continue to expand reach in states where we currently don’t have a presence",,
,http://www.aflore.co/,Rainmaking,1,"Financial institutions have been unable to adequately serve the country's unbanked population.

To solve this problem we have to attack the obstacles that these clients and these institutions face. It's clear to customers: Trust is the key . Today, middle-class clients are suspicious of financial institutions. Instead, they have chosen to solve their needs informally.



On the other hand, financial institutions have been unable to adequately serve these clients because, in this population, placing small loans can quickly become an operational nightmare . The industry has expensive models to serve the client and an inappropriate credit methodology for this population; This limits their ability to serve the market.

A market with great potential, ready for innovation


Aflore is built on informal loan networks, identifying people in the communities who are a model of good financial behavior and empowering them to be the ones who, on behalf of Aflore, distribute the loans within their circle of trust . Consumer behavior does not change, thus ensuring that existing relationships leverage our formal financial service in an informal market.

We created a trust-enabled, technology-driven direct sales channel to deliver simple loans to homes and businesses, through community members that people trust.",,
,http://www.avante.com.vc,Rainmaking,1,"A mission
Empower microentrepreneurs with financial solutions that simplify your life and develop your business.
In practice:
We created microcredit to help microentrepreneurs to grow, fulfill themselves, live happily and change Brazil
Avante believes in conscious capitalism
Profit and social welfare.
We are a fintech that believes that profit can have a positive impact on society. We care a lot about people, their stories and their dreams. And in practice, their success is also our success.

Profit hasn't lost its importance, it's just not our only reason for existing",,
,http://www.benben.com.gh,Rainmaking,1,,,
,http://www.bimamobile.com/,Rainmaking,1,,,
,http://www.bitland.world,Rainmaking,1,,,
,http://www.bitminutes.com,Rainmaking,1,,,
,http://www.bkash.com/,Rainmaking,1,,,
,http://www.cadasta.org,Rainmaking,1,,,
,http://www.compropago.com/,Rainmaking,1,,,
,http://www.credolab.com/,Rainmaking,1,,,
,http://www.earnup.com/,Rainmaking,1,,,
,http://www.ecobit.io/,Rainmaking,1,,,
,http://www.ecredable.com/,Rainmaking,1,,,
,http://www.electronicpay.in/,Rainmaking,1,,,
,http://www.ensibuuko.com/,Rainmaking,1,,,
,http://www.ensureyourfamily.nl/,Rainmaking,1,,,
,http://www.espoir.org.ec/,Rainmaking,1,,,
,http://www.ftcash.com/,Rainmaking,1,,,
,http://www.givedirectly.org/,Rainmaking,1,,,
,http://www.happay.in/,Rainmaking,1,,,
,http://www.hip.money/,Rainmaking,1,,,
,http://www.idbox.io/,Rainmaking,1,,,
,http://www.inukapap.co.ke/,Rainmaking,1,,,
,http://www.jamii-pay.com,Rainmaking,1,,,
,http://www.kopokopo.com/blog/feed/,Rainmaking,1,,,
,http://www.kora.network/,Rainmaking,1,,,
,http://www.lenddo.com/,Rainmaking,1,,,
,http://www.medeem.com,Rainmaking,1,,,
,http://www.monkee.rocks/,Rainmaking,1,,,
,http://www.mpowersoft.com,Rainmaking,1,,,
,http://www.mswift.co/,Rainmaking,1,,,
,http://www.nomanini.com/,Rainmaking,1,,,
,http://www.ollycredit.in,Rainmaking,1,,,
,http://www.realfunding.org/es,Rainmaking,1,,,
,http://www.rezzcard.com/,Rainmaking,1,,,
,http://www.rohingyaproject.com,Rainmaking,1,,,
,http://www.thecurrencycloud.com/,Rainmaking,1,,,
,http://www.thedigitalreserve.org,Rainmaking,1,,,
,http://www.tiendapago.com/en/,Rainmaking,1,,,
,http://www.vipicash.no,Rainmaking,1,,,
,http://www.waba.network,Rainmaking,1,,,
,http://www.zigway.co,Rainmaking,1,,,
,http://www1.smart.com.ph/money/,Rainmaking,1,,,
,http://yotepresto.com/,Rainmaking,1,,,
,http://zegetech.com/home/,Rainmaking,1,,,
,https://aid.technology,Rainmaking,1,,,
,https://azimo.com,Rainmaking,1,,,
,https://billionloans.com/,Rainmaking,1,,,
,https://bloom.co/,Rainmaking,1,,,
,https://cashaa.com/cas-token.php,Rainmaking,1,,,
,https://chromaway.com/,Rainmaking,1,,,
,https://clip.mx/,Rainmaking,1,,,
,https://coins.ph/,Rainmaking,1,,,
,https://colu.com/,Rainmaking,1,,,
,https://corp.ezetap.com/,Rainmaking,1,,,
,https://credilike.me/,Rainmaking,1,,,
,https://dether.io,Rainmaking,1,,,
,https://dharma.io/,Rainmaking,1,,,
,https://dopay.com/,Rainmaking,1,,,
,https://en.bitrefill.com/germany/,Rainmaking,1,,,
,https://ethlend.io/en/,Rainmaking,1,,,
,https://everest.org/,Rainmaking,1,,,
,https://experty.io,Rainmaking,1,,,
,https://fair-coin.org/,Rainmaking,1,,,
,https://feedzai.com/,Rainmaking,1,,,
,https://goexplorer.org/repowering-the-grid-with-used-ev-batteries/,Rainmaking,1,,,
,https://humaniq.com/,Rainmaking,1,,,
,https://joincircles.net/,Rainmaking,1,,,
,https://kaleidofin.com/,Rainmaking,1,,,
,https://liberatethepill.com/,Rainmaking,1,,,
,https://marklabs.co/,Rainmaking,1,,,
,https://moni.com.ar/,Rainmaking,1,,,
,https://moni.com/,Rainmaking,1,,,
,https://onekosmos.com,Rainmaking,1,,,
,https://onename.com/,Rainmaking,1,,,
,https://pangeamoneytransfer.com/,Rainmaking,1,,,
,https://pesabase.com/,Rainmaking,1,,,
,https://shocard.com/,Rainmaking,1,,,
,https://stratumn.com/,Rainmaking,1,,,
,https://sureremit.co/,Rainmaking,1,,,
,https://tala.co/,Rainmaking,1,,,
,https://tempo.eu.com/en,Rainmaking,1,,,
,https://tiiqu.com,Rainmaking,1,,,
,https://tykn.tech/,Rainmaking,1,,,
,https://ucash.co.in/,Rainmaking,1,,,
,https://uport.me,Rainmaking,1,,,
,https://verif-y.com/,Rainmaking,1,,,
,https://www.abra.com/,Rainmaking,1,,,
,https://www.afluenta.com/,Rainmaking,1,,,
,https://www.akoin.io/,Rainmaking,1,,,
,https://www.billpocket.com/,Rainmaking,1,,,
,https://www.bitpesa.co/,Rainmaking,1,,,
,https://www.bitt.com/,Rainmaking,1,,,
,https://www.bolt.com/,Rainmaking,1,,,
,https://www.centiglobe.com/,Rainmaking,1,,,
,https://www.civic.com/,Rainmaking,1,,,
,https://www.codapay.com/index.php,Rainmaking,1,,,
,https://www.colendi.com,Rainmaking,1,,,
,https://www.creditas.com.br/,Rainmaking,1,,,
,https://www.creditmantri.com/,Rainmaking,1,,,
,https://www.decent.com/,Rainmaking,1,,,
,https://www.dpogroup.com/africa/,Rainmaking,1,,,
,https://www.everex.io/,Rainmaking,1,,,
,https://www.goodbox.com/,Rainmaking,1,,,
,https://www.hivenetwork.online/da/,Rainmaking,1,,,
,https://www.humansurge.org/en,Rainmaking,1,,,
,https://www.koibanx.com/,Rainmaking,1,,,
,https://www.lendup.com/,Rainmaking,1,,,
,https://www.lidya.co/,Rainmaking,1,,,
,https://www.mannabase.com/,Rainmaking,1,,,
,https://www.mymoneykarma.com/,Rainmaking,1,,,
,https://www.nala.money/,Rainmaking,1,,,
,https://www.paycase.com/,Rainmaking,1,,,
,https://www.payjoy.com/,Rainmaking,1,,,
,https://www.payquik.my/,Rainmaking,1,,,
,https://www.pesapal.com,Rainmaking,1,,,
,https://www.rakennusoutlet.com/,Rainmaking,1,,,
,https://www.regalii.com/,Rainmaking,1,,,
,https://www.ripio.com/en/,Rainmaking,1,,,
,https://www.saltlending.com/,Rainmaking,1,,,
,https://www.self.inc/,Rainmaking,1,,,
,https://www.skjvisioneering.com/,Rainmaking,1,,,
,https://www.squeezol.com,Rainmaking,1,,,
,https://www.stellar.org/,Rainmaking,1,,,
,https://www.suyo.co/,Rainmaking,1,,,
,https://www.taqanu.com/,Rainmaking,1,,,
,https://www.tokia.io/,Rainmaking,1,,,
,https://www.usekiwi.com/,Rainmaking,1,,,
,https://www.volabit.com/es,Rainmaking,1,,,
,https://www.win.systems/,Rainmaking,1,,,
,https://www.worldremit.com,Rainmaking,1,,,
,incidentresponsesystem.com,Rainmaking,1,,,
,internetoftrees.tech,Rainmaking,1,,,
,jolocom.com,Rainmaking,1,,,
,kimetrica.com,Rainmaking,1,,,
,landslidepad.com,Rainmaking,1,,,
,leafcoin.nl,Rainmaking,1,,,
,lumineye.com,Rainmaking,1,,,
,medic52.com,Rainmaking,1,,,
,offsitevision.com,Rainmaking,1,,,
,oneconcern.com,Rainmaking,1,,,
,oradian.com,Rainmaking,1,,,
,promptgov.com,Rainmaking,1,,,
,proofofpurpose.org,Rainmaking,1,,,
,rapiddeploy.com,Rainmaking,1,,,
,rapidsos.com,Rainmaking,1,,,
,rebit.ph,Rainmaking,1,,,
,recovers.org,Rainmaking,1,,,
,sahanafoundation.org,Rainmaking,1,,,
,samocns.kr,Rainmaking,1,,,
,sarapp.com,Rainmaking,1,,,
,sardirector.com,Rainmaking,1,,,
,sareye.com,Rainmaking,1,,,
,secdo.com,Rainmaking,1,,,
,skyalertusa.com,Rainmaking,1,,,
,survivr.com,Rainmaking,1,,,
,tacticalcommandapps.com,Rainmaking,1,,,
,telemonitron.com,Rainmaking,1,,,
,titanhst.com,Rainmaking,1,,,
,urbanwaterlevel.com,Rainmaking,1,,,
,ushahidi.com,Rainmaking,1,,,
,volunteerrescue.org,Rainmaking,1,,,
,640labs.com,Rainmaking,2,"Innovating at the intersection of
agriculture and technology
In a few short decades, the world’s population is on pace to grow 50 percent.¹ For farmers, that rapid growth translates to an urgent need to find more efficient, sustainable ways to grow substantially more food. Now more than ever, farmers need access to tools that support the decisions they make every day to maximize their return on every acre. At The Climate Corporation, we are dedicated to creating technologies that transform field data into meaningful insights that help farmers sustainably enhance yield potential, improve efficiency, and manage their risk.",,
,6grain.com,Rainmaking,2,"About

At 6th Grain, we believe that the direct application of digital technology and science is key to establishing profitable and productive agriculture and food systems. We are a digital agriculture technology company which focuses on transforming farmer-provided data into information that can be used to increase success and uptake in crop protection services, credit provision, and high yielding seeds.

Machine learning, modeling, and sophisticated, composite data are at the heart of our technology platform and sets 6th Grain apart from the competition. We merge information on field management with satellite observations of weather, crop extent, and crop health, resulting in the development of timely, comprehensive and accurate information. This will improve decision making to reduce costs, increase productivity and enhance customer engagement.

By providing services both to the small farmer and large agribusiness, 6th Grain’s digital agriculture solutions delivers high quality, remote sensing and weather-based information to millions of farmers across the world.",,
,aerialintel.com,Rainmaking,2,"Domain Agents for Investors & Businesses

QEIP LLC - Domain Name Consulting & Brokerage
Domain Industry
Domain names are digital assets that offer opportunities for people around the world in our modern day economy. A domain name (also called a URL) is the foundation of an Internet business. Domains have certain properties in search engines, like Google, to make them necessary for any company needing to expand their online presence, traffic, or keyword ranking. Due to the natural scarcity of them in addition to the increase in corporate demand for them, domain names are unique alternative investments for individuals looking to diversify their holdings. Whether you are looking to rebrand your online business, diverse your investments, or liquify your digital assets, qeip has people & access to meet your need.

History
Our team has recently been formed in 2016 as a response to some of the inefficient intermediaries in the current domain market. The people on our team have strong backgrounds in market research, investing, sales, and finance. Our firm picked digital assets (eg. domains & websites) as our focus because they have huge margins of growth, are easily transferable, and they are investments that we can feel good about as they help to support millions of entrepreneurs world wide. QEIP was started as a one man shack with Neil hustling from his couch in Cincinnati's east end. Now it has grown to be a world-wide team with lease & purchase agreements drafted in over 30 countries.

Our Outlook
QE Investment Planners is not just an acronym for qeip but it is a team of techy deal makers that connect intrapreneurs, entrepreneurs, & investors to the right domain name.

Get In Touch
We at qeip know it can be intimidating and difficult process to get to know the internet investing space. So, please reach out to us to discuss a potential investment in domains, a digit asset brokerage, or just throw a few questions our way!
",,
,agaerialimages.com.au,Rainmaking,2,"What We Do
AgAerial Images provide high resolution, geo-referenced precise calibrated NDVI, NDRE, RGB (true colour) and thermal* digital and printed maps for use by agriculture’s growers and agronomists at short notice, when they need it. 
These maps are backed up by initial analysis and paddock visit by an agronomist at no extra cost if required.
We supply these maps at a very reasonable price, transferred directly to your computer folder, Dropbox, BSB stick and/or printed on tough PVC material.
In addition we can take soil and tissue samples under recognised guidelines to be analysed by CSBP Laboratories, (a CERTIFIED ASPAC Laboratory) and with a Pro Ag Consulting Premium Report and Integrated Fertiliser Management recommendation by Pro AG consultant Bryan McLeod.
Variable Rate application. We provide SHP files for variable rate application for spreaders, sprayers or seeding equipment at 10 or 20 metre or any resolution you require, The number of rate zones can vary from 3 right up to 32.
Agriculture’s growers and agronomists need as much data as is available to be able to make good consistent decisions. Labour is at a premium and anything that will shorten the time you need to be in the field and still have a good grasp go the situation must be an essential addition to your toolkit.
AgAerial Images will retain a copy of the raw data collected by the UAV for two years from date of flight. After that it can be retained or deleted according to your wishes. We will not share your data with anyone except where you have requested us to in writing or email, or except when required to by law.
*Thermal available in 2019",,
,agdatadrones.com,Rainmaking,2,"Local Sales and Service
We provide high quality data, equipment, and training to help you get the actionable information you need in the field
Local presence in Nebraska and neighboring states, we’re here to help
Operate on your own schedule, or we can fly for you, and deliver the most timely results
Quality Field Data and Analytics
Our UAVs fly for up to 42 minutes allowing for field surveys of up to 160 acres per flight at 7.5cm pixel resolution (100m AGL)
Data maps produced within minutes after the flight, no data network needed
Award winning multi-spectral SlantRange sensors and analytics",,
,agileagr.com,Rainmaking,2,,,
,aglogic.com.au,Rainmaking,2,"Better information: better decisions
Ag Logic are Tasmania's precision agriculture and monitoring specialists. We bring the best in modern farming support to the state.
Precision Agriculture
Ag Logic specialises in precision agriculture. Our
advanced mapping tools measure soil and
topography variations.
Maps include:
• Soil type by EM soil survey
• Elevation
• Crop vigour
• Yield
We work with you to make the most out of
your maps, from variable rate fertiliser plans to
an optimised drain layout. Monitoring Systems
Ag Logic designs and supplies monitoring packages for your operation to give you the information you need, at your finger tips.
We have extensive experience delivering monitoring solutions into intenstive horticulture, broadacre irrigated cropping and pasture production enterprises. We can advise you on which system will best match your requirements and your budget.",,
,agphdscout.com,Rainmaking,2,"Ag PhD TV began in April of 1998, and each week since, has had a new, half-hour show, packed with money-making ideas.

What’s different about Ag PhD TV from other ag shows is that we don’t focus on farm news, commodity markets, and weather because you can’t control any of those factors.

Instead, you’ll learn how to pick the right herbicides for your farm, how to better fertilize your crops, and how to stop those yield-robbing insects and diseases, as well as how to communicate the message of the American farmer to your non-farming friends and neighbors.",,
,agrair.ch,Rainmaking,2,,,
